_id,Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Male_Driver,Involving_Female_Driver,Involving_Young_Driver_16-24,Involving_Senior_Driver_60plus,Involving_Provisional_Driver,Involving_Overseas_Licensed_Driver,Involving_Unlicensed_Driver,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
2362,2002,Southern,Property damage only,Yes,No,Yes,No,No,Yes,No,1,0,0,0,0,0
2363,2002,Southern,Property damage only,Yes,No,Yes,No,Yes,No,No,154,0,0,0,0,0
2364,2002,Southern,Property damage only,Yes,No,Yes,Yes,No,No,No,6,0,0,0,0,0
2365,2002,Southern,Property damage only,Yes,No,Yes,Yes,Yes,No,No,8,0,0,0,0,0
2366,2002,Southern,Property damage only,Yes,Yes,No,No,No,No,No,100,0,0,0,0,0
2367,2002,Southern,Property damage only,Yes,Yes,No,No,No,No,Yes,1,0,0,0,0,0
2368,2002,Southern,Property damage only,Yes,Yes,No,No,No,Yes,No,2,0,0,0,0,0
2369,2002,Southern,Property damage only,Yes,Yes,No,No,Yes,No,No,2,0,0,0,0,0
2370,2002,Southern,Property damage only,Yes,Yes,No,Yes,No,No,No,57,0,0,0,0,0
2371,2002,Southern,Property damage only,Yes,Yes,No,Yes,No,No,Yes,1,0,0,0,0,0
2372,2002,Southern,Property damage only,Yes,Yes,No,Yes,Yes,No,No,1,0,0,0,0,0
2373,2002,Southern,Property damage only,Yes,Yes,Yes,No,No,No,No,46,0,0,0,0,0
2374,2002,Southern,Property damage only,Yes,Yes,Yes,No,No,No,Yes,2,0,0,0,0,0
2375,2002,Southern,Property damage only,Yes,Yes,Yes,No,No,Yes,No,1,0,0,0,0,0
2376,2002,Southern,Property damage only,Yes,Yes,Yes,No,Yes,No,No,105,0,0,0,0,0
2377,2002,Southern,Property damage only,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,0,0,0
2378,2002,Southern,Property damage only,Yes,Yes,Yes,Yes,No,No,No,10,0,0,0,0,0
2379,2002,Southern,Property damage only,Yes,Yes,Yes,Yes,No,No,Yes,2,0,0,0,0,0
2380,2002,Southern,Property damage only,Yes,Yes,Yes,Yes,No,Yes,No,1,0,0,0,0,0
2381,2002,Southern,Property damage only,Yes,Yes,Yes,Yes,Yes,No,No,11,0,0,0,0,0
2382,2002,Unknown,Hospitalisation,No,Yes,No,No,No,No,No,1,0,1,0,0,1
2383,2002,Unknown,Hospitalisation,No,Yes,Yes,No,No,No,No,1,0,1,0,0,1
2384,2002,Unknown,Hospitalisation,No,Yes,Yes,No,Yes,No,No,2,0,2,1,0,3
2385,2002,Unknown,Hospitalisation,Yes,No,No,No,No,No,No,10,0,12,2,0,14
2386,2002,Unknown,Hospitalisation,Yes,No,No,No,No,No,Yes,1,0,1,0,0,1
2387,2002,Unknown,Hospitalisation,Yes,No,No,No,Yes,No,No,1,0,1,0,0,1
2388,2002,Unknown,Hospitalisation,Yes,No,Yes,No,No,No,No,4,0,4,1,0,5
2389,2002,Unknown,Hospitalisation,Yes,No,Yes,No,No,No,Yes,6,0,11,3,1,15
2390,2002,Unknown,Hospitalisation,Yes,No,Yes,No,Yes,No,No,3,0,4,0,0,4
2391,2002,Unknown,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,3,0,5,0,0,5
2392,2002,Unknown,Medical treatment,No,No,No,No,No,No,No,2,0,0,2,0,2
2393,2002,Unknown,Medical treatment,No,Yes,No,No,No,No,No,2,0,0,2,0,2
2394,2002,Unknown,Medical treatment,No,Yes,No,Yes,No,No,No,1,0,0,1,0,1
2395,2002,Unknown,Medical treatment,No,Yes,Yes,No,No,No,Yes,1,0,0,1,0,1
2396,2002,Unknown,Medical treatment,No,Yes,Yes,No,Yes,No,No,2,0,0,2,0,2
2397,2002,Unknown,Medical treatment,Yes,No,No,No,No,No,No,12,0,0,12,0,12
2398,2002,Unknown,Medical treatment,Yes,No,No,No,No,No,Yes,2,0,0,2,0,2
2399,2002,Unknown,Medical treatment,Yes,No,No,No,Yes,No,No,1,0,0,1,0,1
2400,2002,Unknown,Medical treatment,Yes,No,Yes,No,No,No,No,2,0,0,2,0,2
2401,2002,Unknown,Medical treatment,Yes,No,Yes,No,No,No,Yes,1,0,0,1,0,1
2402,2002,Unknown,Medical treatment,Yes,No,Yes,No,Yes,No,No,5,0,0,6,0,6
2403,2002,Unknown,Medical treatment,Yes,Yes,Yes,No,No,No,No,3,0,0,3,0,3
2404,2002,Unknown,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,3,0,0,5,0,5
2405,2002,Unknown,Medical treatment,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,1,0,1
2406,2002,Unknown,Minor injury,No,No,No,No,No,No,No,2,0,0,0,2,2
2407,2002,Unknown,Minor injury,Yes,No,No,No,No,No,No,4,0,0,0,7,7
2408,2002,Unknown,Minor injury,Yes,No,No,Yes,No,No,No,2,0,0,0,2,2
2409,2002,Unknown,Minor injury,Yes,No,Yes,No,No,No,No,2,0,0,0,2,2
2410,2002,Unknown,Minor injury,Yes,No,Yes,No,No,Yes,No,1,0,0,0,2,2
2411,2002,Unknown,Minor injury,Yes,No,Yes,No,Yes,No,No,1,0,0,0,1,1
2412,2002,Unknown,Minor injury,Yes,Yes,No,No,No,No,No,1,0,0,0,1,1
2413,2002,Unknown,Minor injury,Yes,Yes,No,No,No,Yes,No,1,0,0,0,1,1
2414,2002,Unknown,Minor injury,Yes,Yes,Yes,No,No,No,No,1,0,0,0,1,1
2415,2002,Unknown,Minor injury,Yes,Yes,Yes,No,Yes,No,No,1,0,0,0,1,1
2416,2002,Unknown,Property damage only,No,No,No,No,No,No,No,1,0,0,0,0,0
2417,2002,Unknown,Property damage only,No,Yes,No,No,No,No,No,2,0,0,0,0,0
2418,2002,Unknown,Property damage only,No,Yes,No,No,Yes,No,No,1,0,0,0,0,0
2419,2002,Unknown,Property damage only,No,Yes,No,Yes,No,No,No,1,0,0,0,0,0
2420,2002,Unknown,Property damage only,No,Yes,Yes,No,No,No,No,2,0,0,0,0,0
2421,2002,Unknown,Property damage only,No,Yes,Yes,No,No,No,Yes,1,0,0,0,0,0
2422,2002,Unknown,Property damage only,No,Yes,Yes,No,Yes,No,No,2,0,0,0,0,0
2423,2002,Unknown,Property damage only,Yes,No,No,No,No,No,No,15,0,0,0,0,0
2424,2002,Unknown,Property damage only,Yes,No,No,No,No,No,Yes,2,0,0,0,0,0
2425,2002,Unknown,Property damage only,Yes,No,No,No,No,Yes,No,1,0,0,0,0,0
2426,2002,Unknown,Property damage only,Yes,No,No,No,Yes,No,No,1,0,0,0,0,0
2427,2002,Unknown,Property damage only,Yes,No,No,Yes,No,No,No,1,0,0,0,0,0
2428,2002,Unknown,Property damage only,Yes,No,Yes,No,No,No,No,1,0,0,0,0,0
2429,2002,Unknown,Property damage only,Yes,No,Yes,No,No,No,Yes,1,0,0,0,0,0
2430,2002,Unknown,Property damage only,Yes,No,Yes,No,Yes,No,No,7,0,0,0,0,0
2431,2002,Unknown,Property damage only,Yes,Yes,No,No,No,No,No,1,0,0,0,0,0
2432,2002,Unknown,Property damage only,Yes,Yes,Yes,No,No,No,No,3,0,0,0,0,0
2433,2002,Unknown,Property damage only,Yes,Yes,Yes,No,Yes,No,No,1,0,0,0,0,0
2434,2002,Unknown,Property damage only,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,0,0,0
2435,2003,Brisbane,Fatal,No,No,No,No,No,No,No,1,1,0,0,0,1
2436,2003,Brisbane,Fatal,No,Yes,No,No,No,No,No,4,4,0,0,0,4
2437,2003,Brisbane,Fatal,No,Yes,No,Yes,No,No,No,1,1,0,0,0,1
2438,2003,Brisbane,Fatal,No,Yes,Yes,No,Yes,No,No,1,1,0,0,0,1
2439,2003,Brisbane,Fatal,Yes,No,No,No,No,No,No,19,19,4,4,0,27
2440,2003,Brisbane,Fatal,Yes,No,No,No,No,No,Yes,4,4,2,1,0,7
2441,2003,Brisbane,Fatal,Yes,No,No,Yes,No,No,No,7,7,0,0,0,7
2442,2003,Brisbane,Fatal,Yes,No,No,Yes,Yes,No,No,1,1,0,0,1,2
2443,2003,Brisbane,Fatal,Yes,No,Yes,No,No,No,No,5,5,2,0,0,7
2444,2003,Brisbane,Fatal,Yes,No,Yes,No,No,No,Yes,2,2,0,1,0,3
2445,2003,Brisbane,Fatal,Yes,No,Yes,No,Yes,No,No,5,5,4,3,0,12
2446,2003,Brisbane,Fatal,Yes,Yes,No,No,No,No,No,2,2,1,0,1,4
2447,2003,Brisbane,Fatal,Yes,Yes,No,Yes,No,No,No,1,1,1,0,0,2
2448,2003,Brisbane,Fatal,Yes,Yes,Yes,Yes,No,No,No,1,1,0,0,0,1
2449,2003,Brisbane,Hospitalisation,No,No,No,No,No,No,No,11,0,11,1,0,12
2450,2003,Brisbane,Hospitalisation,No,Yes,No,No,No,No,No,103,0,121,13,4,138
2451,2003,Brisbane,Hospitalisation,No,Yes,No,No,No,No,Yes,5,0,5,1,0,6
2452,2003,Brisbane,Hospitalisation,No,Yes,No,No,No,Yes,No,2,0,2,0,0,2
2453,2003,Brisbane,Hospitalisation,No,Yes,No,No,Yes,Yes,No,1,0,1,0,0,1
2454,2003,Brisbane,Hospitalisation,No,Yes,No,Yes,No,No,No,20,0,22,3,0,25
2455,2003,Brisbane,Hospitalisation,No,Yes,Yes,No,No,No,No,35,0,50,6,1,57
2456,2003,Brisbane,Hospitalisation,No,Yes,Yes,No,Yes,No,No,43,0,52,5,2,59
2457,2003,Brisbane,Hospitalisation,No,Yes,Yes,Yes,No,No,No,2,0,3,0,1,4
2458,2003,Brisbane,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,3,0,3,0,1,4
2459,2003,Brisbane,Hospitalisation,Yes,No,No,No,No,No,No,313,0,349,19,6,374
2460,2003,Brisbane,Hospitalisation,Yes,No,No,No,No,No,Yes,20,0,22,0,0,22
2461,2003,Brisbane,Hospitalisation,Yes,No,No,No,No,Yes,No,7,0,8,0,0,8
2462,2003,Brisbane,Hospitalisation,Yes,No,No,No,Yes,No,No,13,0,17,1,2,20
2463,2003,Brisbane,Hospitalisation,Yes,No,No,No,Yes,No,Yes,1,0,1,0,0,1
2464,2003,Brisbane,Hospitalisation,Yes,No,No,Yes,No,No,No,61,0,69,8,2,79
2465,2003,Brisbane,Hospitalisation,Yes,No,No,Yes,No,No,Yes,4,0,5,0,0,5
2466,2003,Brisbane,Hospitalisation,Yes,No,No,Yes,Yes,No,No,2,0,2,0,0,2
2467,2003,Brisbane,Hospitalisation,Yes,No,Yes,No,No,No,No,107,0,121,15,10,146
2468,2003,Brisbane,Hospitalisation,Yes,No,Yes,No,No,No,Yes,23,0,28,5,0,33
2469,2003,Brisbane,Hospitalisation,Yes,No,Yes,No,No,Yes,No,4,0,5,0,0,5
2470,2003,Brisbane,Hospitalisation,Yes,No,Yes,No,Yes,No,No,101,0,119,20,5,144
2471,2003,Brisbane,Hospitalisation,Yes,No,Yes,No,Yes,No,Yes,3,0,4,0,1,5
2472,2003,Brisbane,Hospitalisation,Yes,No,Yes,No,Yes,Yes,No,1,0,1,0,0,1
2473,2003,Brisbane,Hospitalisation,Yes,No,Yes,Yes,No,No,No,11,0,17,10,3,30
2474,2003,Brisbane,Hospitalisation,Yes,No,Yes,Yes,No,No,Yes,1,0,1,2,0,3
2475,2003,Brisbane,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,6,0,7,3,0,10
2476,2003,Brisbane,Hospitalisation,Yes,No,Yes,Yes,Yes,No,Yes,1,0,1,0,0,1
2477,2003,Brisbane,Hospitalisation,Yes,Yes,No,No,No,No,No,122,0,146,16,15,177
2478,2003,Brisbane,Hospitalisation,Yes,Yes,No,No,No,No,Yes,2,0,2,0,0,2
2479,2003,Brisbane,Hospitalisation,Yes,Yes,No,No,No,Yes,No,3,0,4,0,0,4
2480,2003,Brisbane,Hospitalisation,Yes,Yes,No,No,Yes,No,No,4,0,4,1,0,5
2481,2003,Brisbane,Hospitalisation,Yes,Yes,No,Yes,No,No,No,55,0,64,8,7,79
2482,2003,Brisbane,Hospitalisation,Yes,Yes,No,Yes,No,No,Yes,2,0,2,0,0,2
2483,2003,Brisbane,Hospitalisation,Yes,Yes,No,Yes,Yes,No,No,1,0,1,0,0,1
2484,2003,Brisbane,Hospitalisation,Yes,Yes,Yes,No,No,No,No,53,0,73,6,7,86
2485,2003,Brisbane,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,4,0,5,3,0,8
2486,2003,Brisbane,Hospitalisation,Yes,Yes,Yes,No,No,Yes,No,2,0,2,0,1,3
2487,2003,Brisbane,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,81,0,102,13,15,130
2488,2003,Brisbane,Hospitalisation,Yes,Yes,Yes,No,Yes,No,Yes,3,0,6,1,0,7
2489,2003,Brisbane,Hospitalisation,Yes,Yes,Yes,No,Yes,Yes,No,1,0,1,0,0,1
2490,2003,Brisbane,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,12,0,18,1,1,20
2491,2003,Brisbane,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,10,0,14,3,0,17
2492,2003,Brisbane,Medical treatment,No,No,No,No,No,No,No,26,0,0,28,0,28
2493,2003,Brisbane,Medical treatment,No,Yes,No,No,No,No,No,193,0,0,213,15,228
2494,2003,Brisbane,Medical treatment,No,Yes,No,No,No,No,Yes,6,0,0,8,0,8
2495,2003,Brisbane,Medical treatment,No,Yes,No,No,No,Yes,No,3,0,0,4,1,5
2496,2003,Brisbane,Medical treatment,No,Yes,No,No,Yes,No,No,2,0,0,2,0,2
2497,2003,Brisbane,Medical treatment,No,Yes,No,Yes,No,No,No,32,0,0,39,5,44
2498,2003,Brisbane,Medical treatment,No,Yes,Yes,No,No,No,No,59,0,0,63,4,67
2499,2003,Brisbane,Medical treatment,No,Yes,Yes,No,No,No,Yes,6,0,0,8,1,9
2500,2003,Brisbane,Medical treatment,No,Yes,Yes,No,No,Yes,No,1,0,0,1,1,2
2501,2003,Brisbane,Medical treatment,No,Yes,Yes,No,Yes,No,No,69,0,0,94,8,102
2502,2003,Brisbane,Medical treatment,No,Yes,Yes,No,Yes,No,Yes,1,0,0,1,0,1
2503,2003,Brisbane,Medical treatment,No,Yes,Yes,No,Yes,Yes,No,1,0,0,1,0,1
2504,2003,Brisbane,Medical treatment,No,Yes,Yes,Yes,No,No,No,3,0,0,3,0,3
2505,2003,Brisbane,Medical treatment,No,Yes,Yes,Yes,Yes,No,No,5,0,0,6,0,6
2506,2003,Brisbane,Medical treatment,Yes,No,No,No,No,No,No,349,0,0,395,17,412
2507,2003,Brisbane,Medical treatment,Yes,No,No,No,No,No,Yes,12,0,0,19,0,19
2508,2003,Brisbane,Medical treatment,Yes,No,No,No,No,Yes,No,6,0,0,7,0,7
2509,2003,Brisbane,Medical treatment,Yes,No,No,No,Yes,No,No,9,0,0,10,0,10
2510,2003,Brisbane,Medical treatment,Yes,No,No,Yes,No,No,No,91,0,0,108,9,117
2511,2003,Brisbane,Medical treatment,Yes,No,No,Yes,No,No,Yes,2,0,0,3,0,3
2512,2003,Brisbane,Medical treatment,Yes,No,No,Yes,No,Yes,No,1,0,0,1,0,1
2513,2003,Brisbane,Medical treatment,Yes,No,No,Yes,Yes,No,No,1,0,0,1,1,2
2514,2003,Brisbane,Medical treatment,Yes,No,Yes,No,No,No,No,113,0,0,132,7,139
2515,2003,Brisbane,Medical treatment,Yes,No,Yes,No,No,No,Yes,17,0,0,19,2,21
2516,2003,Brisbane,Medical treatment,Yes,No,Yes,No,No,Yes,No,4,0,0,4,0,4
2517,2003,Brisbane,Medical treatment,Yes,No,Yes,No,Yes,No,No,137,0,0,171,12,183
2518,2003,Brisbane,Medical treatment,Yes,No,Yes,No,Yes,No,Yes,3,0,0,3,0,3
2519,2003,Brisbane,Medical treatment,Yes,No,Yes,No,Yes,Yes,No,1,0,0,1,0,1
2520,2003,Brisbane,Medical treatment,Yes,No,Yes,Yes,No,No,No,19,0,0,26,0,26
2521,2003,Brisbane,Medical treatment,Yes,No,Yes,Yes,No,Yes,No,1,0,0,2,2,4
2522,2003,Brisbane,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,11,0,0,14,2,16
2523,2003,Brisbane,Medical treatment,Yes,Yes,No,No,No,No,No,278,0,0,344,28,372
2524,2003,Brisbane,Medical treatment,Yes,Yes,No,No,No,No,Yes,10,0,0,10,2,12
2525,2003,Brisbane,Medical treatment,Yes,Yes,No,No,No,Yes,No,10,0,0,13,0,13
2526,2003,Brisbane,Medical treatment,Yes,Yes,No,No,Yes,No,No,9,0,0,13,2,15
2527,2003,Brisbane,Medical treatment,Yes,Yes,No,Yes,No,No,No,92,0,0,112,10,122
2528,2003,Brisbane,Medical treatment,Yes,Yes,No,Yes,No,No,Yes,2,0,0,2,0,2
2529,2003,Brisbane,Medical treatment,Yes,Yes,No,Yes,No,Yes,No,1,0,0,1,0,1
2530,2003,Brisbane,Medical treatment,Yes,Yes,No,Yes,Yes,No,No,3,0,0,4,1,5
2531,2003,Brisbane,Medical treatment,Yes,Yes,Yes,No,No,No,No,142,0,0,170,8,178
2532,2003,Brisbane,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,14,0,0,21,0,21
2533,2003,Brisbane,Medical treatment,Yes,Yes,Yes,No,No,Yes,No,6,0,0,10,3,13
2534,2003,Brisbane,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,187,0,0,237,13,250
2535,2003,Brisbane,Medical treatment,Yes,Yes,Yes,No,Yes,No,Yes,3,0,0,3,0,3
2536,2003,Brisbane,Medical treatment,Yes,Yes,Yes,No,Yes,Yes,No,2,0,0,2,1,3
2537,2003,Brisbane,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,20,0,0,24,4,28
2538,2003,Brisbane,Medical treatment,Yes,Yes,Yes,Yes,No,No,Yes,2,0,0,2,0,2
2539,2003,Brisbane,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,20,0,0,28,1,29
2540,2003,Brisbane,Medical treatment,Yes,Yes,Yes,Yes,Yes,Yes,No,2,0,0,2,1,3
2541,2003,Brisbane,Minor injury,No,No,No,No,No,No,No,14,0,0,0,15,15
2542,2003,Brisbane,Minor injury,No,Yes,No,No,No,No,No,92,0,0,0,103,103
2543,2003,Brisbane,Minor injury,No,Yes,No,No,No,No,Yes,4,0,0,0,4,4
2544,2003,Brisbane,Minor injury,No,Yes,No,No,No,Yes,No,2,0,0,0,3,3
2545,2003,Brisbane,Minor injury,No,Yes,No,No,Yes,No,No,3,0,0,0,3,3
2546,2003,Brisbane,Minor injury,No,Yes,No,Yes,No,No,No,12,0,0,0,14,14
2547,2003,Brisbane,Minor injury,No,Yes,Yes,No,No,No,No,44,0,0,0,48,48
2548,2003,Brisbane,Minor injury,No,Yes,Yes,No,No,No,Yes,2,0,0,0,2,2
2549,2003,Brisbane,Minor injury,No,Yes,Yes,No,Yes,No,No,50,0,0,0,60,60
2550,2003,Brisbane,Minor injury,No,Yes,Yes,Yes,No,No,No,2,0,0,0,3,3
2551,2003,Brisbane,Minor injury,No,Yes,Yes,Yes,Yes,No,No,1,0,0,0,2,2
2552,2003,Brisbane,Minor injury,Yes,No,No,No,No,No,No,225,0,0,0,261,261
2553,2003,Brisbane,Minor injury,Yes,No,No,No,No,No,Yes,6,0,0,0,6,6
2554,2003,Brisbane,Minor injury,Yes,No,No,No,No,Yes,No,6,0,0,0,6,6
2555,2003,Brisbane,Minor injury,Yes,No,No,No,Yes,No,No,7,0,0,0,9,9
2556,2003,Brisbane,Minor injury,Yes,No,No,Yes,No,No,No,47,0,0,0,58,58
2557,2003,Brisbane,Minor injury,Yes,No,No,Yes,No,No,Yes,1,0,0,0,1,1
2558,2003,Brisbane,Minor injury,Yes,No,No,Yes,Yes,No,No,2,0,0,0,2,2
2559,2003,Brisbane,Minor injury,Yes,No,Yes,No,No,No,No,75,0,0,0,90,90
2560,2003,Brisbane,Minor injury,Yes,No,Yes,No,No,No,Yes,7,0,0,0,9,9
2561,2003,Brisbane,Minor injury,Yes,No,Yes,No,No,Yes,No,3,0,0,0,3,3
2562,2003,Brisbane,Minor injury,Yes,No,Yes,No,Yes,No,No,115,0,0,0,145,145
2563,2003,Brisbane,Minor injury,Yes,No,Yes,No,Yes,No,Yes,1,0,0,0,1,1
2564,2003,Brisbane,Minor injury,Yes,No,Yes,No,Yes,Yes,No,1,0,0,0,1,1
2565,2003,Brisbane,Minor injury,Yes,No,Yes,Yes,No,No,No,5,0,0,0,5,5
2566,2003,Brisbane,Minor injury,Yes,No,Yes,Yes,Yes,No,No,13,0,0,0,17,17
2567,2003,Brisbane,Minor injury,Yes,Yes,No,No,No,No,No,176,0,0,0,221,221
2568,2003,Brisbane,Minor injury,Yes,Yes,No,No,No,No,Yes,3,0,0,0,4,4
2569,2003,Brisbane,Minor injury,Yes,Yes,No,No,No,Yes,No,5,0,0,0,5,5
2570,2003,Brisbane,Minor injury,Yes,Yes,No,No,Yes,No,No,2,0,0,0,4,4
2571,2003,Brisbane,Minor injury,Yes,Yes,No,Yes,No,No,No,50,0,0,0,60,60
2572,2003,Brisbane,Minor injury,Yes,Yes,No,Yes,No,No,Yes,1,0,0,0,1,1
2573,2003,Brisbane,Minor injury,Yes,Yes,No,Yes,Yes,No,No,1,0,0,0,1,1
2574,2003,Brisbane,Minor injury,Yes,Yes,Yes,No,No,No,No,83,0,0,0,101,101
2575,2003,Brisbane,Minor injury,Yes,Yes,Yes,No,No,No,Yes,6,0,0,0,7,7
2576,2003,Brisbane,Minor injury,Yes,Yes,Yes,No,No,Yes,No,3,0,0,0,6,6
2577,2003,Brisbane,Minor injury,Yes,Yes,Yes,No,No,Yes,Yes,1,0,0,0,2,2
2578,2003,Brisbane,Minor injury,Yes,Yes,Yes,No,Yes,No,No,103,0,0,0,133,133
2579,2003,Brisbane,Minor injury,Yes,Yes,Yes,No,Yes,Yes,No,1,0,0,0,2,2
2580,2003,Brisbane,Minor injury,Yes,Yes,Yes,Yes,No,No,No,14,0,0,0,19,19
2581,2003,Brisbane,Minor injury,Yes,Yes,Yes,Yes,Yes,No,No,14,0,0,0,18,18
2582,2003,Brisbane,Property damage only,No,No,No,No,No,No,No,72,0,0,0,0,0
2583,2003,Brisbane,Property damage only,No,Yes,No,No,No,No,No,138,0,0,0,0,0
2584,2003,Brisbane,Property damage only,No,Yes,No,No,No,No,Yes,4,0,0,0,0,0
2585,2003,Brisbane,Property damage only,No,Yes,No,No,No,Yes,No,3,0,0,0,0,0
2586,2003,Brisbane,Property damage only,No,Yes,No,No,Yes,No,No,2,0,0,0,0,0
2587,2003,Brisbane,Property damage only,No,Yes,No,Yes,No,No,No,29,0,0,0,0,0
2588,2003,Brisbane,Property damage only,No,Yes,No,Yes,No,No,Yes,1,0,0,0,0,0
2589,2003,Brisbane,Property damage only,No,Yes,No,Yes,No,Yes,No,1,0,0,0,0,0
2590,2003,Brisbane,Property damage only,No,Yes,No,Yes,Yes,No,No,2,0,0,0,0,0
2591,2003,Brisbane,Property damage only,No,Yes,Yes,No,No,No,No,71,0,0,0,0,0
2592,2003,Brisbane,Property damage only,No,Yes,Yes,No,No,No,Yes,8,0,0,0,0,0
2593,2003,Brisbane,Property damage only,No,Yes,Yes,No,No,Yes,No,3,0,0,0,0,0
2594,2003,Brisbane,Property damage only,No,Yes,Yes,No,Yes,No,No,94,0,0,0,0,0
2595,2003,Brisbane,Property damage only,No,Yes,Yes,No,Yes,Yes,No,1,0,0,0,0,0
2596,2003,Brisbane,Property damage only,No,Yes,Yes,Yes,No,No,No,3,0,0,0,0,0
2597,2003,Brisbane,Property damage only,No,Yes,Yes,Yes,Yes,No,No,2,0,0,0,0,0
2598,2003,Brisbane,Property damage only,Yes,No,No,No,No,No,No,447,0,0,0,0,0
2599,2003,Brisbane,Property damage only,Yes,No,No,No,No,No,Yes,38,0,0,0,0,0
2600,2003,Brisbane,Property damage only,Yes,No,No,No,No,Yes,No,12,0,0,0,0,0
2601,2003,Brisbane,Property damage only,Yes,No,No,No,Yes,No,No,19,0,0,0,0,0
2602,2003,Brisbane,Property damage only,Yes,No,No,Yes,No,No,No,107,0,0,0,0,0
2603,2003,Brisbane,Property damage only,Yes,No,No,Yes,No,No,Yes,3,0,0,0,0,0
2604,2003,Brisbane,Property damage only,Yes,No,No,Yes,No,Yes,No,2,0,0,0,0,0
2605,2003,Brisbane,Property damage only,Yes,No,No,Yes,Yes,No,No,4,0,0,0,0,0
2606,2003,Brisbane,Property damage only,Yes,No,Yes,No,No,No,No,185,0,0,0,0,0
2607,2003,Brisbane,Property damage only,Yes,No,Yes,No,No,No,Yes,39,0,0,0,0,0
2608,2003,Brisbane,Property damage only,Yes,No,Yes,No,No,Yes,No,12,0,0,0,0,0
2609,2003,Brisbane,Property damage only,Yes,No,Yes,No,Yes,No,No,328,0,0,0,0,0
2610,2003,Brisbane,Property damage only,Yes,No,Yes,No,Yes,No,Yes,3,0,0,0,0,0
2611,2003,Brisbane,Property damage only,Yes,No,Yes,No,Yes,Yes,No,1,0,0,0,0,0
2612,2003,Brisbane,Property damage only,Yes,No,Yes,Yes,No,No,No,12,0,0,0,0,0
2613,2003,Brisbane,Property damage only,Yes,No,Yes,Yes,No,No,Yes,1,0,0,0,0,0
2614,2003,Brisbane,Property damage only,Yes,No,Yes,Yes,No,Yes,No,1,0,0,0,0,0
2615,2003,Brisbane,Property damage only,Yes,No,Yes,Yes,Yes,No,No,18,0,0,0,0,0
2616,2003,Brisbane,Property damage only,Yes,Yes,No,No,No,No,No,245,0,0,0,0,0
2617,2003,Brisbane,Property damage only,Yes,Yes,No,No,No,No,Yes,14,0,0,0,0,0
2618,2003,Brisbane,Property damage only,Yes,Yes,No,No,No,Yes,No,9,0,0,0,0,0
2619,2003,Brisbane,Property damage only,Yes,Yes,No,No,No,Yes,Yes,1,0,0,0,0,0
2620,2003,Brisbane,Property damage only,Yes,Yes,No,No,Yes,No,No,4,0,0,0,0,0
2621,2003,Brisbane,Property damage only,Yes,Yes,No,No,Yes,Yes,No,1,0,0,0,0,0
2622,2003,Brisbane,Property damage only,Yes,Yes,No,Yes,No,No,No,80,0,0,0,0,0
2623,2003,Brisbane,Property damage only,Yes,Yes,No,Yes,No,No,Yes,1,0,0,0,0,0
2624,2003,Brisbane,Property damage only,Yes,Yes,No,Yes,No,Yes,No,1,0,0,0,0,0
2625,2003,Brisbane,Property damage only,Yes,Yes,No,Yes,No,Yes,Yes,1,0,0,0,0,0
2626,2003,Brisbane,Property damage only,Yes,Yes,No,Yes,Yes,No,No,2,0,0,0,0,0
2627,2003,Brisbane,Property damage only,Yes,Yes,Yes,No,No,No,No,127,0,0,0,0,0
2628,2003,Brisbane,Property damage only,Yes,Yes,Yes,No,No,No,Yes,12,0,0,0,0,0
2629,2003,Brisbane,Property damage only,Yes,Yes,Yes,No,No,Yes,No,9,0,0,0,0,0
2630,2003,Brisbane,Property damage only,Yes,Yes,Yes,No,Yes,No,No,174,0,0,0,0,0
2631,2003,Brisbane,Property damage only,Yes,Yes,Yes,No,Yes,No,Yes,7,0,0,0,0,0
2632,2003,Brisbane,Property damage only,Yes,Yes,Yes,No,Yes,Yes,No,2,0,0,0,0,0
2633,2003,Brisbane,Property damage only,Yes,Yes,Yes,Yes,No,No,No,19,0,0,0,0,0
2634,2003,Brisbane,Property damage only,Yes,Yes,Yes,Yes,No,No,Yes,1,0,0,0,0,0
2635,2003,Brisbane,Property damage only,Yes,Yes,Yes,Yes,Yes,No,No,29,0,0,0,0,0
2636,2003,Brisbane,Property damage only,Yes,Yes,Yes,Yes,Yes,No,Yes,1,0,0,0,0,0
